origin,translation,score original word,score for translation quality-Yulis,Awan,Dika,x-times,prop #translated (x times),prop #translated (x times),vote up,Propotion of vote up,vote down,score,min,max,mean,median,std,time-needed,,,,,,,,
donation,donasi,3,,,,10,"29,449",,18,1,0,18,2.759,25.629,75.848,40.155,6.798.302.874,"[2.863, 3.4180000000000001, 8.7569999999999997, 25.629000000000001, 12.068, 2.7589999999999999, 2.8300000000000001, 3.5529999999999999, 4.4779999999999998, 9.4930000000000003]",,,,,,,,
donation,sumbangan,,,,,4,"11,780",,8,1,0,8,4.135,10.971,72.735,6.994,2.470.937.525,"[10.970999999999998, 7.6040000000000001, 6.3839999999999995, 4.1349999999999998]",,,,,,,,
donation,"bantuan, donasi, sumbangan",,,,,1,"2,945",,2,1,0,2,10.53,10.53,10.53,10.53,0,[10.529999999999999],,,,,,,,
donation,menyumbang,,,,,1,"2,945",,1,1,0,1,12.08,12.08,12.08,12.08,0,[12.08],,,,,,,,
donation help,bantuan donasi,1,3,,,10,"29,449",,20,1,0,20,3.587,"710,416,667",76.676,6.522,3.657.810.006,"[4.8369999999999997, 11.673, 5.8270000000000008, 8.6129999999999995, 6.9379999999999997, 16.629999999999999, 6.1059999999999999, 3.5869999999999997, 7.0670000000000002, 5.3979999999999997]",,,,,,,,
donation help,bantuan sumbangan,,3,,,4,"11,780",,7,1,0,7,9.241,25.566,1.904.175,"880,555,556",6.653.674.037,"[16.612000000000002, 9.2409999999999997, 24.748000000000001, 25.565999999999999]",,,,,,,,
donation help,dana bantuan,,,,,1,"2,945",,2,1,0,2,6.274,6.274,6.274,6.274,0,[6.274],,,,,,,,
donation help,hibah,,,,,1,"2,945",,1,"0,5",1,0,19.018,19.018,19.018,19.018,0,[19.018000000000001],,,,,,,,
donations,sumbangan,3,5,,,5,"14,725",,9,1,0,9,3.092,9.028,6.187,5.355,2.362.016.342,"[8.8470000000000013, 3.0920000000000001, 5.3550000000000004, 9.0279999999999987, 4.6130000000000004]",,,,,,,,
donations,donasi,,5,,,2,"5,890",,4,1,0,4,2.555,5.405,"193,055,556","193,055,556",1.425,"[2.5550000000000002, 5.4050000000000002]",,,,,,,,
donations,nan,,1,,,1,"2,945",,0,0,0,0,17.791,17.791,17.791,17.791,0,[17.791],,,,,,,,
donations assist,bantuan donasi,1,3,,,5,"14,725",,8,1,0,8,3.887,39.578,178.048,8.769,137.820.169,"[8.7690000000000001, 39.578000000000003, 28.385000000000002, 3.887, 8.4049999999999994]",,,,,,,,
donations assist,sumbangan membantu,,3,,,4,"11,780",,8,1,0,8,5.51,15.875,"466,666,667",107.475,4.342.818.152,"[5.5099999999999998, 14.042999999999999, 7.4520000000000008, 15.875]",,,,,,,,
donations assist,bantuan dana,,,,,1,"2,945",,2,1,0,2,6.058,6.058,6.058,6.058,0,[6.0579999999999998],,,,,,,,
donations assist,perbantuan donasi,,,,,1,"2,945",,1,"0,5",1,0,19.767,19.767,19.767,19.767,0,[19.766999999999999],,,,,,,,
donations assist,nan,,1,,,1,"2,945",,0,0,0,0,1.919,1.919,1.919,1.919,0,[1.919],,,,,,,,
donations assist,membantu donasi,,,,,1,"2,945",,1,"0,5",1,0,15.427,15.427,15.427,15.427,0,[15.427],,,,,,,,
donations assist,bantuan sumbangan,,,,,1,"2,945",,0,0,1,-1,8.744,8.744,8.744,8.744,0,[8.7439999999999998],,,,,,,,
donator,donatur,3,5,,,9,"26,504",,14,1,0,14,4.47,23.935,1.124.688.889,10.594,6.125.255.105,"[10.594000000000001, 11.9, 15.190999999999999, 4.4699999999999998, 16.984000000000002, 6.5120000000000005, 23.934999999999999, 5.6360000000000001, 6.0]",,,,,,,,
donator,penyumbang,,5,,,2,"5,890",,4,1,0,4,4.984,7.883,64.335,64.335,14.495,"[4.984, 7.8829999999999991]",,,,,,,,
donator,orang yang menyumbang,,,,,1,"2,945",,2,1,0,2,20.059,20.059,20.059,20.059,0,[20.059000000000001],,,,,,,,
donator,pemberi donasi,,,,,1,"2,945",,2,1,0,2,5.752,5.752,5.752,5.752,0,[5.7520000000000007],,,,,,,,
donator,nan,,1,,,1,"2,945",,0,0,0,0,2.38,2.38,2.38,2.38,0,[2.3799999999999999],,,,,,,,
donators,donatur,3,,,,12,"35,339",,24,1,0,24,4.951,27.832,1.497.858.333,12.409,8.828.407.024,"[4.9510000000000005, 11.517000000000001, 6.6579999999999995, 11.620999999999999, 24.986000000000001, 5.2070000000000007, 5.0650000000000004, 26.369, 27.234000000000002, 15.106, 27.831999999999997, 13.197000000000001]",,,,,,,,
donators,penyumbang,,,,,4,"11,780",,8,1,0,8,6.051,14.365,856.325,69.185,3.403.923.058,"[6.0510000000000002, 6.2240000000000002, 7.6129999999999995, 14.365]",,,,,,,,
donators,pemberi donasi,,,,,1,"2,945",,2,1,0,2,2.678,2.678,2.678,2.678,0,[2.6779999999999999],,,,,,,,
donators,pendonor,,,,,1,"2,945",,2,1,0,2,6.782,6.782,6.782,6.782,0,[6.782],,,,,,,,
donators,donator,,,,,1,"2,945",,2,1,0,2,3.122,3.122,3.122,3.122,0,[3.1219999999999999],,,,,,,,
donators,dermawan,,,,,1,"2,945",,2,1,0,2,7.051,7.051,7.051,7.051,0,[7.0510000000000002],,,,,,,,
donor governments,pemerintah donor,3,5,,,6,"17,669",,10,"909,090,909",1,9,6.214,26.904,1.352.183.333,11.296,7.375.512.037,"[6.5279999999999996, 13.061, 9.5310000000000006, 6.2139999999999995, 26.904, 18.893000000000001]",,,,,,,,
donor governments,sumbangan pemerintah,,,,,2,"5,890",,4,1,0,4,8.067,13.092,105.795,105.795,25.125,"[13.092000000000001, 8.0670000000000002]",,,,,,,,
donor governments,pemerintah penyumbang,,5,,,2,"5,890",,4,1,0,4,7.907,32.063,19.985,19.985,12.078,"[7.907, 32.063000000000002]",,,,,,,,
donor governments,donasi dari pemerintah,,,,,1,"2,945",,2,1,0,2,5.126,5.126,5.126,5.126,0,[5.1260000000000003],,,,,,,,
donor governments,pemerintah pendonor,,5,,,1,"2,945",,2,1,0,2,7.295,7.295,7.295,7.295,0,[7.2949999999999999],,,,,,,,
donor governments,pemerintah yang dermawan,,,,,1,"2,945",,2,1,0,2,43.508,43.508,43.508,43.508,0,[43.508000000000003],,,,,,,,
donor governments,bantuan pemerintah,,3,,,1,"2,945",,1,1,0,1,19.714,19.714,19.714,19.714,0,[19.714000000000002],,,,,,,,
donor governments,dermawan ilmu pemerintahan,,,,,1,"2,945",,1,1,0,1,109.148,109.148,109.148,109.148,0,[109.148],,,,,,,,
donor governments,pemerintah donatur,,2,,,1,"2,945",,1,"0,5",1,0,11.187,11.187,11.187,11.187,0,[11.187000000000001],,,,,,,,
donor governments,donatur pemerintah,,,,,1,"2,945",,1,"0,5",1,0,16.557,16.557,16.557,16.557,0,[16.557000000000002],,,,,,,,
donor governments,pemerintahan penyumbang,,,,,1,"2,945",,1,"0,5",1,0,14.041,14.041,14.041,14.041,0,[14.040999999999999],,,,,,,,
donor governments,pemerintah pandermo,,,,,1,"2,945",,0,0,1,-1,79.312,79.312,79.312,79.312,0,[79.311999999999998],,,,,,,,
donors,donor,3,5,,,5,"14,725",,10,1,0,10,2.638,7.415,4.681,4.297,1.553.509.961,"[7.415, 4.8620000000000001, 4.1930000000000005, 4.2969999999999997, 2.6379999999999999]",,,,,,,,
donors,penyumbang,,5,,,4,"11,780",,8,1,0,8,12.007,27.792,20.564,212.285,5.896.938.909,"[18.704000000000001, 23.753, 12.007, 27.791999999999998]",,,,,,,,
donors,pemberi sumbangan,,,,,1,"2,945",,2,1,0,2,10.33,10.33,10.33,10.33,0,[10.33],,,,,,,,
donors,pendonor,,,,,1,"2,945",,2,1,0,2,6.515,6.515,6.515,6.515,0,[6.5149999999999997],,,,,,,,
donors,donatur,,,,,1,"2,945",,2,1,0,2,3.399,3.399,3.399,3.399,0,[3.3989999999999996],,,,,,,,
donors,"donor, pemberi, dermawan",,,,,1,"2,945",,2,1,0,2,21.474,21.474,21.474,21.474,0,[21.474],,,,,,,,
donors,penderma,,,,,1,"2,945",,2,1,0,2,16.808,16.808,16.808,16.808,0,[16.808],,,,,,,,
donors,bantuan,,,,,1,"2,945",,1,1,0,1,2.601,2.601,2.601,2.601,0,[2.6010000000000004],,,,,,,,
donors,sumbangan,,,,,1,"2,945",,1,1,0,1,9.072,9.072,9.072,9.072,0,[9.072000000000001],,,,,,,,
donors,menyumbangkan,,,,,1,"2,945",,1,"0,5",1,0,4.503,4.503,4.503,4.503,0,[4.5030000000000001],,,,,,,,
dose-response,dosis-respon,1,3,,,4,"11,780",,8,1,0,8,"29,375",45.03.00,2.830.575,307.815,1.408.387.781,"[6.6299999999999999, 34.758000000000003, 45.030000000000001, 26.805]",,,,,,,,
dose-response,respon dosis,,3,,,2,"5,890",,3,"0,75",1,2,7.686,11.843,97.645,97.645,20.785,"[11.843, 7.6859999999999999]",,,,,,,,
dose-response,dosis respon,,3,,,1,"2,945",,2,1,0,2,10.39,10.39,10.39,10.39,0,[10.390000000000001],,,,,,,,
dose-response,responsi berdosis,,,,,1,"2,945",,2,1,0,2,6.672,6.672,6.672,6.672,0,[6.6720000000000006],,,,,,,,
dose-response,efek obat,,2,,,1,"2,945",,2,1,0,2,16.542,16.542,16.542,16.542,0,[16.542000000000002],,,,,,,,
dose-response,dosis tanggapan,,1,,,1,"2,945",,1,1,0,1,36.005,36.005,36.005,36.005,0,[36.005000000000003],,,,,,,,
dose-response,tanggapan dari dosis,,,,,1,"2,945",,1,"0,5",1,0,12.754,12.754,12.754,12.754,0,[12.754000000000001],,,,,,,,
downstream channels,saluran hilir,1,3,,,6,"17,669",,12,1,0,12,8.988,51.356,3.061.533.333,312.305,1.719.858.558,"[47.593999999999994, 8.9879999999999995, 19.236000000000001, 51.356000000000002, 43.225000000000001, 13.292999999999999]",,,,,,,,
downstream channels,saluran-saluran hilir,,3,,,2,"5,890",,4,1,0,4,29.619,116.421,73.02.00,73.02.00,43.401,"[116.42100000000001, 29.619]",,,,,,,,
downstream channels,jalur hilir,,,,,2,"5,890",,2,"0,5",2,0,7.731,49.808,287.695,287.695,210.385,"[49.808, 7.7309999999999999]",,,,,,,,
downstream channels,saluran ke bawah,,,,,1,"2,945",,2,1,0,2,13.484,13.484,13.484,13.484,0,[13.484000000000002],,,,,,,,
downstream channels,aliran hilir,,,,,1,"2,945",,2,1,0,2,10.872,10.872,10.872,10.872,0,[10.872],,,,,,,,
downstream channels,kanal hilir,,,,,1,"2,945",,2,1,0,2,12.957,12.957,12.957,12.957,0,[12.957000000000001],,,,,,,,
downstream channels,saluran menghilir,,,,,1,"2,945",,2,1,0,2,46.508,46.508,46.508,46.508,0,[46.508000000000003],,,,,,,,
downturn,penurunan,3,5,,,7,"20,614",,13,"928,571,429",1,12,6.697,117.543,3.939.842.857,30.589,3.685.438.639,"[117.54299999999999, 7.8179999999999996, 16.387, 6.6970000000000001, 30.589000000000002, 31.554000000000002, 65.201000000000008]",,,,,,,,
downturn,menurun,,,,,3,"8,835",,5,1,0,5,8.283,18.541,1.459.266.667,16.954,4.508.404.177,"[8.2829999999999995, 16.954000000000001, 18.541]",,,,,,,,
downturn,kecenderungan untuk menurun,,5,,,3,"8,835",,5,"833,333,333",1,4,7.692,17.524,1.262.333.333,12.654,4.013.955.766,"[7.6920000000000002, 17.524000000000001, 12.654000000000002]",,,,,,,,
downturn,kecenderungan menurun,,,,,2,"5,890",,4,1,0,4,13.663,19.694,166.785,166.785,30.155,"[19.694000000000003, 13.663]",,,,,,,,
downturn,kemerosotan,,,,,1,"2,945",,2,1,0,2,10.59,10.59,10.59,10.59,0,[10.59],,,,,,,,
downturn,kecendrungan untuk menurun,,,,,1,"2,945",,1,"0,5",1,0,14.825,14.825,14.825,14.825,0,[14.824999999999999],,,,,,,,
downturn,memutar ke bawah,,,,,1,"2,945",,0,0,2,-2,27.267,27.267,27.267,27.267,0,[27.266999999999999],,,,,,,,
dozens,puluhan,3,1,,,8,"23,559",,12,"857,142,857",2,10,11.446,40.782,19.240.125,"634,722,222",9.469.226.123,"[25.491, 12.039999999999999, 11.446, 14.055999999999999, 15.424000000000001, 12.195, 40.781999999999996, 22.486999999999998]",,,,,,,,
dozens,lusinan,,5,,,6,"17,669",,9,"0,9",1,8,2.569,15.589,7.364.666.667,57.515,4.553.703.572,"[5.7539999999999996, 3.4849999999999999, 15.589, 2.569, 11.042, 5.7489999999999997]",,,,,,,,
dozens,lusin,,5,,,5,"14,725",,8,"888,888,889",1,7,2.826,24.037,105.788,9.126,7.409.811.048,"[5.125, 2.8260000000000001, 9.1259999999999994, 11.779999999999999, 24.036999999999999]",,,,,,,,
dozens,banyak,,1,,,1,"2,945",,1,1,0,1,9.402,9.402,9.402,9.402,0,[9.402000000000001],,,,,,,,
drainage structures,struktur drainase,3,5,,,8,"23,559",,11,"916,666,667",1,10,6.663,31.299,151.045,116.615,7.981.225.579,"[9.0920000000000005, 6.6629999999999994, 11.01, 12.177999999999999, 11.145, 31.298999999999999, 14.422000000000001, 25.026999999999997]",,,,,,,,
drainage structures,stuktur drainase,,5,,,1,"2,945",,2,1,0,2,8.196,8.196,8.196,8.196,0,[8.1959999999999997],,,,,,,,
drainage structures,struktur pembuangan,,5,,,1,"2,945",,2,1,0,2,7.757,7.757,7.757,7.757,0,[7.7570000000000006],,,,,,,,
dramatic,dramatis,3,5,,,11,"32,394",,21,1,0,21,2.461,9.931,5.055.181.818,4.473,2.099.594.888,"[4.9610000000000003, 5.2240000000000002, 8.1630000000000003, 3.806, 2.8710000000000004, 2.4609999999999999, 4.0209999999999999, 9.9310000000000009, 4.4729999999999999, 5.3310000000000004, 4.3650000000000002]",,,,,,,,
dramatic,drama,,4,,,1,"2,945",,2,1,0,2,7.499,7.499,7.499,7.499,0,[7.4989999999999997],,,,,,,,
dramatic,mendramatisir,,,,,1,"2,945",,2,1,0,2,5.047,5.047,5.047,5.047,0,[5.0469999999999997],,,,,,,,
dramatic,drastis,,1,,,1,"2,945",,1,"0,5",1,0,8.394,8.394,8.394,8.394,0,[8.3940000000000001],,,,,,,,
dramatic,berlebihan,,,,,1,"2,945",,1,"0,5",1,0,5.089,5.089,5.089,5.089,0,[5.0889999999999995],,,,,,,,
drought,kekeringan,3,5,,,14,"41,229",,27,1,0,27,4.149,28.085,1.349.507.143,11.396,780.691.443,"[17.276, 20.085000000000001, 8.2710000000000008, 8.2650000000000006, 5.4960000000000004, 4.6479999999999997, 4.149, 14.491, 28.085000000000001, 8.3010000000000002, 21.879999999999999, 5.0310000000000006, 20.731999999999999, 22.221]",,,,,,,,
drought,kemarau,,5,,,2,"5,890",,3,1,0,3,14.957,31.927,23.442,23.442,8.485,"[14.957000000000001, 31.927]",,,,,,,,
drought,tenggelam,,1,,,1,"2,945",,2,1,0,2,"128,472,222","128,472,222","128,472,222","128,472,222",0,[2.6499999999999999],,,,,,,,
dry rations,rangsum kering,3,5,,,2,"5,890",,2,"0,5",2,0,6.965,10.959,8.962,8.962,1.997,"[10.959000000000001, 6.9649999999999999]",,,,,,,,
dry rations,jatah makanan kering,,5,,,1,"2,945",,2,1,0,2,14.167,14.167,14.167,14.167,0,[14.167],,,,,,,,
dry rations,paket makanan kering,,5,,,1,"2,945",,2,1,0,2,9.201,9.201,9.201,9.201,0,[9.2010000000000005],,,,,,,,
dry rations,rasio kering,,1,,,1,"2,945",,1,1,0,1,9.204,9.204,9.204,9.204,0,[9.2040000000000006],,,,,,,,
dry rations,jatah kering,,1,,,1,"2,945",,1,1,0,1,34.759,34.759,34.759,34.759,0,[34.759],,,,,,,,
dry rations,bagian kering,,1,,,1,"2,945",,1,1,0,1,70.155,70.155,70.155,70.155,0,[70.155000000000001],,,,,,,,
dry rations,ransum makanan kering,,,,,1,"2,945",,1,"0,5",1,0,30.461,30.461,30.461,30.461,0,[30.460999999999999],,,,,,,,
dry rations,nan,,,,,1,"2,945",,0,0,0,0,1.665,1.665,1.665,1.665,0,[1.665],,,,,,,,
dry rations,tingkat kekeringan,,,,,1,"2,945",,1,"0,5",1,0,22.696,22.696,22.696,22.696,0,[22.695999999999998],,,,,,,,
dry walling,berdinding kering,1,1,,,2,"5,890",,2,"666,666,667",1,1,60.944,67.34.00,64.142,64.142,3.198,"[67.340000000000003, 60.943999999999996]",,,,,,,,
dry walling,penembokan kering,,1,,,1,"2,945",,2,1,0,2,14.836,14.836,14.836,14.836,0,[14.835999999999999],,,,,,,,
dry walling,melapisi dinding kering,,,,,1,"2,945",,2,1,0,2,11.396,11.396,11.396,11.396,0,[11.395999999999999],,,,,,,,
dry walling,panel dinding gipsum,,5,,,1,"2,945",,2,1,0,2,60.969,60.969,60.969,60.969,0,[60.968999999999994],,,,,,,,
dry walling,tembok kering,,,,,1,"2,945",,2,1,0,2,9.249,9.249,9.249,9.249,0,[9.2490000000000006],,,,,,,,
dry walling,tembok mengering,,1,,,1,"2,945",,1,"0,5",1,0,96.524,96.524,96.524,96.524,0,[96.524000000000001],,,,,,,,
dry walling,penggunaan dinding kering,,,,,1,"2,945",,1,"0,5",1,0,64.241,64.241,64.241,64.241,0,[64.241],,,,,,,,
dry walling,dinding kering,,,,,1,"2,945",,1,"0,5",1,0,30.478,30.478,30.478,30.478,0,[30.478000000000002],,,,,,,,
durable shelter,tempat penampungan yang tahan lama,3,5,,,7,"20,614",,14,1,0,14,10.937,47.943,2.494.771.429,17.672,1.277.556.313,"[10.937000000000001, 16.464000000000002, 15.402000000000001, 38.948, 17.672000000000001, 47.943000000000005, 27.268000000000001]",,,,,,,,
durable shelter,tempat berlindung yang tahan lama,,5,,,1,"2,945",,2,1,0,2,24.973,24.973,24.973,24.973,0,[24.973000000000003],,,,,,,,
durable shelter,tempat penampungan,,3,,,1,"2,945",,0,0,1,-1,35.558,35.558,35.558,35.558,0,[35.558],,,,,,,,
dwellings,tempat tinggal,,5,,,13,"38,284",,26,1,0,26,3.586,83.524,3.184.615.385,28.213,2.425.967.919,"[34.801000000000002, 28.213000000000001, 8.6370000000000005, 53.096000000000004, 83.524000000000001, 4.4319999999999995, 5.5060000000000002, 46.571000000000005, 42.719999999999999, 16.983000000000001, 64.423999999999992, 21.506999999999998, 3.5860000000000003]",,,,,,,,
dwellings,kediaman,,5,,,2,"5,890",,4,1,0,4,"838,888,889",89.719,546.995,546.995,350.195,"[89.718999999999994, 19.68]",,,,,,,,
dwellings,toleransi,,1,,,1,"2,945",,2,1,0,2,10.845,10.845,10.845,10.845,0,[10.845000000000001],,,,,,,,
dwellings,penghunian,,,,,1,"2,945",,2,1,0,2,5.258,5.258,5.258,5.258,0,[5.2579999999999991],,,,,,,,
dwellings,berkutat,,1,,,1,"2,945",,1,"0,5",1,0,11.632,11.632,11.632,11.632,0,[11.632],,,,,,,,
dying hurricane,badai yang mematikan,1,3,,,2,"5,890",,4,1,0,4,9.145,16.493,12.819,12.819,3.674,"[16.492999999999999, 9.1449999999999996]",,,,,,,,
dying hurricane,topan yang mematikan,,3,,,1,"2,945",,2,1,0,2,14.076,14.076,14.076,14.076,0,[14.075999999999999],,,,,,,,
dying hurricane,angin topan yang mereda,,,,,1,"2,945",,2,1,0,2,102.492,102.492,102.492,102.492,0,[102.492],,,,,,,,
dying hurricane,bencana yang mematikan,,,,,1,"2,945",,2,1,0,2,67.333,67.333,67.333,67.333,0,[67.332999999999998],,,,,,,,
dying hurricane,badai dahsyat,,,,,1,"2,945",,2,1,0,2,20.976,20.976,20.976,20.976,0,[20.975999999999999],,,,,,,,
dying hurricane,badai yang akan mati,,,,,1,"2,945",,2,1,0,2,8.735,8.735,8.735,8.735,0,[8.7349999999999994],,,,,,,,
dying hurricane,badai pembunuh,,,,,1,"2,945",,1,"0,5",1,0,6.116,6.116,6.116,6.116,0,[6.1160000000000005],,,,,,,,
dying hurricane,sekarat karena badai,,,,,1,"2,945",,1,"0,5",1,0,57.525,57.525,57.525,57.525,0,[57.524999999999999],,,,,,,,
dying hurricane,badai yang mati,,,,,1,"2,945",,1,"0,5",1,0,15.418,15.418,15.418,15.418,0,[15.417999999999999],,,,,,,,
dying hurricane,badai tumbang,,,,,1,"2,945",,0,0,1,-1,10.169,10.169,10.169,10.169,0,[10.169],,,,,,,,
early initiation of breastfeeding,inisiasi awal menyusui,3,5,,,4,"11,780",,8,1,0,8,9.601,23.828,1.889.675,21.079,5.561.037.735,"[9.6010000000000009, 19.765999999999998, 23.828000000000003, 22.391999999999999]",,,,,,,,
early initiation of breastfeeding,inisiasi menyusui dini,,4,,,2,"5,890",,4,1,0,4,10.219,40.63,254.245,254.245,152.055,"[40.630000000000003, 10.218999999999999]",,,,,,,,
early initiation of breastfeeding,inisiasi dini menyusui,,,,,1,"2,945",,2,1,0,2,13.607,13.607,13.607,13.607,0,[13.607000000000001],,,,,,,,
early initiation of breastfeeding,inisiasi awal untuk menyusui,,5,,,1,"2,945",,2,1,0,2,23.309,23.309,23.309,23.309,0,[23.309000000000001],,,,,,,,
early initiation of breastfeeding,inisiatif menyusui awal,,,,,1,"2,945",,2,1,0,2,24.113,24.113,24.113,24.113,0,[24.113000000000003],,,,,,,,
early initiation of breastfeeding,pemberian dini asi,,2,,,1,"2,945",,2,1,0,2,54.921,54.921,54.921,54.921,0,[54.921000000000006],,,,,,,,
early initiation of breastfeeding,"inisiasi menyusui dini, imd",,,,,1,"2,945",,2,1,0,2,10.823,10.823,10.823,10.823,0,[10.823],,,,,,,,
early recovery,pemulihan dini,3,5,,,8,"23,559",,16,1,0,16,5.881,40.091,1.714.175,13.874,1.171.187.683,"[7.8849999999999998, 17.698, 5.8810000000000002, 40.091000000000001, 15.007999999999999, 12.74, 31.715, 6.1160000000000005]",,,,,,,,
early recovery,pemulihan awal,,,,,3,"8,835",,6,1,0,6,8.211,9.415,8.838.666.667,"395,138,889",0.492869376,"[8.2110000000000003, 8.8900000000000006, 9.4149999999999991]",,,,,,,,
early recovery,cepat tanggap,,3,,,1,"2,945",,2,1,0,2,8.671,8.671,8.671,8.671,0,[8.6709999999999994],,,,,,,,
early recovery,pemulihan cepat,,5,,,1,"2,945",,2,1,0,2,12.109,12.109,12.109,12.109,0,[12.109000000000002],,,,,,,,
early recovery,penyembuhan dini,,5,,,1,"2,945",,1,1,0,1,19.819,19.819,19.819,19.819,0,[19.819000000000003],,,,,,,,
early recovery,penanganan awal,,5,,,1,"2,945",,1,"0,5",1,0,12.087,12.087,12.087,12.087,0,[12.087],,,,,,,,
early recovery monitoring,pemantauan pemulihan dini,3,5,,,7,"20,614",,13,1,0,13,6.685,39.233,2.280.757.143,"860,416,667",1.149.382.818,"[6.6849999999999996, 19.945, 19.989999999999998, 9.3810000000000002, 28.905999999999999, 35.513000000000005, 39.233000000000004]",,,,,,,,
early recovery monitoring,pengawasan pemulihan awal,,3,,,2,"5,890",,4,1,0,4,11.53,45.526,28.528,28.528,16.998,"[11.529999999999999, 45.526000000000003]",,,,,,,,
early recovery monitoring,pengawasan awal pemulihan,,,,,2,"5,890",,4,1,0,4,"466,666,667",13.636,12.178,12.178,1.458,"[13.635999999999999, 10.720000000000001]",,,,,,,,
early recovery monitoring,pemantauan awal dalam pemulihan,,5,,,1,"2,945",,2,1,0,2,32.655,32.655,32.655,32.655,0,[32.655000000000001],,,,,,,,
early recovery monitoring,pemantauan awal pemulihan,,,,,1,"2,945",,2,1,0,2,48.324,48.324,48.324,48.324,0,[48.323999999999998],,,,,,,,
early recovery monitoring,pantauan pemulihan dini,,,,,1,"2,945",,2,1,0,2,58.508,58.508,58.508,58.508,0,[58.508000000000003],,,,,,,,
early recovery monitoring,pengawasan pemulihan dini,,,,,1,"2,945",,1,1,0,1,7.796,7.796,7.796,7.796,0,[7.7960000000000003],,,,,,,,
early recovery monitoring,monitor pengawasan,,,,,1,"2,945",,1,"0,5",1,0,73.468,73.468,73.468,73.468,0,[73.468000000000004],,,,,,,,
early warning,peringatan dini,3,5,,,14,"41,229",,23,"958,333,333",1,22,4.196,32.462,1.128.885.714,74.605,8.979.390.393,"[7.8879999999999999, 7.5029999999999992, 4.1960000000000006, 4.6180000000000003, 32.461999999999996, 5.7639999999999993, 9.7220000000000013, 29.785999999999998, 4.7279999999999998, 12.510999999999999, 5.1629999999999994, 7.4179999999999993, 19.497, 6.7879999999999994]",,,,,,,,
early warning,peringatan awal,,5,,,7,"20,614",,14,1,0,14,3.977,21.539,1.006.928.571,9.315,5.536.775.563,"[21.539000000000001, 7.9850000000000003, 3.9769999999999999, 12.724, 10.672000000000001, 4.2729999999999997, 9.3149999999999995]",,,,,,,,
early warning,pemberitahuan dini,,5,,,1,"2,945",,2,1,0,2,5.858,5.858,5.858,5.858,0,[5.8579999999999997],,,,,,,,
early warning,nan,,1,,,1,"2,945",,0,0,0,0,"690,277,778","690,277,778","690,277,778","690,277,778",0,[0.99400000000000011],,,,,,,,
early warning information systems,sistem informasi peringatan dini,3,5,,,11,"32,394",,19,1,0,19,7.101,74.252,2.306.272.727,16.888,1.956.393.308,"[8.4100000000000001, 10.333, 7.101, 47.960000000000001, 20.242000000000001, 9.0069999999999997, 74.251999999999995, 24.454999999999998, 21.488000000000003, 13.554, 16.887999999999998]",,,,,,,,
early warning information systems,sistem informasi pemberitahuan awal,,5,,,1,"2,945",,2,1,0,2,17.979,17.979,17.979,17.979,0,[17.978999999999999],,,,,,,,
early warning information systems,sistem pemberitahuan informasi awal,,5,,,1,"2,945",,2,1,0,2,29.455,29.455,29.455,29.455,0,[29.454999999999998],,,,,,,,
early warning information systems,sistem pendeteksian dini,,5,,,1,"2,945",,2,1,0,2,10.582,10.582,10.582,10.582,0,[10.582000000000001],,,,,,,,
