username,source-word,target-word,user_point,user_is_male,user_is_female,user_is_age_0,user_is_age_15,user_is_age_20,user_is_age_25,user_is_age_30,user_is_age_35,user_is_age_40,user_languages,user_number_duration_played,user_mean_duration_played,user_median_duration_played,user_total_duration_played,user_number_time_to_translate,user_mean_time_to_translate,user_median_time_to_translate,user_total_time_to_translate,user_number_time_to_alternate,user_mean_time_to_alternate,user_median_time_to_alternate,user_total_time_to_alternate,user_number_time_to_vote_up,user_mean_time_to_vote_up,user_median_time_to_vote_up,user_total_time_to_vote_up,user_number_time_to_vote_down,user_mean_time_to_vote_down,user_median_time_to_vote_down,user_total_time_to_vote_down,user_number_time_to_categorize,user_mean_time_to_categorize,user_median_time_to_categorize,user_total_time_to_categorize,user_number_skip_translate,user_mean_skip_translate,user_median_skip_translate,user_total_skip_translate,user_number_skip_alternate,user_mean_skip_alternate,user_median_skip_alternate,user_total_skip_alternate,user_number_skip_vote,user_mean_skip_vote,user_median_skip_vote,user_total_skip_vote,user_number_skip_categorize,user_mean_skip_categorize,user_median_skip_categorize,user_total_skip_categorize,origin_n_show,origin_total_duration,origin_mean_duration,origin_median_duration,origin_total_vote_up,origin_mean_vote_up,origin_median_vote_up,origin_total_vote_down,origin_mean_vote_down,origin_median_vote_down,origin_n_gram,origin_n_char,origin_n_user,origin_n_diff_translation,origin_readibility,origin_mean_n_gram_translation,origin_mean_n_char_translation,origin_num_most_common_translation,origin_most_common_n_gram,origin_most_common_n_char,origin_word_entropy,translation_n_show,translation_total_duration,translation_mean_duration,translation_median_duration,translation_total_vote_up,translation_mean_vote_up,translation_median_vote_up,translation_total_vote_down,translation_mean_vote_down,translation_median_vote_down,translation_n_gram,translation_n_char,translation_n_user,action_duration,action_vote_up,action_vote_down,is_top_translation,translation_lv_distance,translation_jaro_distance,manual_origin_source,manual_assessment
putucathay,vocational training,pelatihan penjurusan,1300,0,1,0,1,0,0,0,0,0,1,2,1983.49,1983.49,3966.98,32,29.77,25.07,952.53,28,27.27,17.24,763.54,23,9.29,6.41,213.6,5,11.4,11.65,57.01,30,14.25,11.28,427.6,6,20.07,17.41,120.4,2,32.55,32.55,65.09,1,0.92,0.92,0.92,6,16.71,13.35,100.26,14,242.533,17.3237857143,16.5205,27,1.92857142857,2.0,1,0.0714285714286,0.0,2,19,14,4,2,2.0,18.4285714286,9,2,18,1.42991117098,1,25.012,25.012,25.012,1,1.0,1.0,1,1.0,1.0,2,20,1,25.012,1,1,0,16,0.588437001595,3.0,5.0
gbputra,peacebuilding,rekonsiliasi,9410,1,0,0,0,1,0,0,0,0,2,23,583.89,320.75,13429.56,206,23.0,15.85,4738.06,184,20.73,15.27,3814.03,176,4.45,2.88,782.4,18,9.83,7.56,176.94,194,7.81,5.53,1514.77,12,25.98,25.91,311.77,8,29.27,21.62,234.19,4,28.13,26.12,112.53,5,31.51,24.56,157.53,10,240.453,24.0453,11.238,18,1.8,2.0,1,0.1,0.0,1,13,10,8,1,1.7,17.0,3,2,22,2.84643934467,1,95.058,95.058,95.058,2,2.0,2.0,0,0.0,0.0,1,12,1,95.058,2,0,0,10,0.547008547009,1.0,1.0
esewele,affects,memengaruhi,5185,1,0,0,0,1,0,0,0,0,2,1,10799.81,10799.81,10799.81,153,28.41,23.08,4347.24,39,34.57,31.36,1348.1,49,5.59,4.25,274.13,93,7.6,5.13,706.89,136,7.24,5.94,985.31,1,36.65,36.65,36.65,92,5.96,2.6,548.6,0,,,0.0,4,32.75,25.18,130.99,19,350.833,18.4648947368,18.355,33,1.73684210526,2.0,3,0.157894736842,0.0,1,7,19,4,1,1.0,11.1578947368,14,1,12,1.45677964945,2,54.43,27.215,27.215,3,1.5,1.5,1,0.5,0.5,1,11,2,7.698,1,1,0,10,0.411255411255,3.0,4.0
seluzfahik,increase in high intensity rainfall,meningkat dalam curah hujan yang tinggi,180,1,0,0,0,0,1,0,0,0,1,1,507.86,507.86,507.86,5,36.1,27.16,180.51,2,38.33,38.33,76.66,1,9.19,9.19,9.19,4,15.4,15.76,61.58,3,20.75,15.43,62.24,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,18,516.033,28.6685,24.183,31,1.72222222222,2.0,4,0.222222222222,0.0,5,35,18,12,3,4.72222222222,36.3333333333,4,3,23,3.28103611255,1,27.161,27.161,27.161,1,1.0,1.0,1,1.0,1.0,6,39,1,27.161,1,1,0,32,0.628144078144,3.0,4.0
stephenzch,victims donate,para korban menyumbangkan,9330,1,0,0,1,0,0,0,0,0,1,17,586.69,117.47,9973.76,192,13.96,9.38,2680.41,103,15.42,12.28,1588.53,152,4.67,3.16,710.04,69,7.32,4.36,504.93,270,5.04,3.85,1360.71,39,12.5,5.6,487.32,160,6.65,4.2,1063.47,34,10.99,6.59,373.63,9,25.67,12.48,231.05,19,286.529,15.0804736842,12.659,27,1.42105263158,2.0,7,0.368421052632,0.0,2,14,19,11,2,2.31578947368,17.2105263158,5,2,17,3.11057801479,1,13.507,13.507,13.507,2,2.0,2.0,0,0.0,0.0,3,25,1,13.507,2,0,0,22,0.500634920635,1.0,3.0
ztiffanys,cultural assets,aset kebudayaan,3790,0,1,0,0,1,0,0,0,0,2,2,3116.61,3116.61,6233.22,96,24.04,21.06,2308.2,90,21.03,16.35,1892.88,75,3.89,3.19,291.44,12,7.97,6.44,95.63,90,6.63,5.85,596.56,5,0.59,0.47,2.95,7,23.56,1.45,164.89,9,27.46,3.59,247.17,7,16.73,2.24,117.14,16,185.965,11.6228125,8.0085,28,1.75,2.0,0,0.0,0.0,2,15,16,4,2,2.0,11.6875,13,2,11,0.99339272901,1,24.874,24.874,24.874,1,1.0,1.0,0,0.0,0.0,2,15,1,24.874,1,0,0,14,0.433333333333,3.0,5.0
waw_anh,foster grandparent,membantu orangtua,1095,1,0,0,0,1,0,0,0,0,2,3,608.6,582.08,1825.81,22,28.54,24.48,627.83,17,24.42,21.67,415.08,17,7.73,7.26,131.42,5,9.38,8.9,46.91,21,11.75,9.64,246.82,1,48.69,48.69,48.69,0,,,0.0,0,,,0.0,2,13.23,13.23,26.46,11,508.793,46.2539090909,45.142,17,1.54545454545,2.0,4,0.363636363636,0.0,2,18,11,9,2,2.81818181818,18.2727272727,2,2,18,3.095795255,1,75.596,75.596,75.596,2,2.0,2.0,0,0.0,0.0,2,17,1,75.596,2,0,0,16,0.631511190335,3.0,1.0
yungki,praying families,keluarga saleh,170,1,0,0,0,0,0,1,0,0,2,1,121.04,121.04,121.04,9,9.17,7.63,82.51,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,23,6.44,2.91,148.22,0,,,0.0,0,,,0.0,0,,,0.0,13,306.097,23.5459230769,18.559,19,1.46153846154,2.0,6,0.461538461538,0.0,2,16,13,8,2,2.53846153846,17.6153846154,4,3,20,2.77736279506,1,7.371,7.371,7.371,1,1.0,1.0,1,1.0,1.0,2,14,1,7.371,1,1,0,12,0.565476190476,1.0,2.0
mayamalidra,risk-bearing entities,entitas yang menanggung risiko,101830,0,1,0,0,0,1,0,0,0,1,156,629.92,543.92,98267.3,1761,11.27,9.28,19841.9,1545,11.81,9.75,18246.06,2248,3.35,2.31,7531.1,268,5.64,4.43,1512.31,3706,6.17,4.77,22857.87,1414,4.53,2.39,6410.7,2235,5.1,2.99,11397.11,1096,3.94,2.89,4322.84,95,10.87,7.13,1032.82,7,245.295,35.0421428571,23.314,13,1.85714285714,2.0,1,0.142857142857,0.0,2,21,7,7,2,3.0,22.7142857143,1,3,25,2.80735492206,1,17.01,17.01,17.01,2,2.0,2.0,0,0.0,0.0,4,30,1,17.01,2,0,0,23,0.568253968254,1.0,5.0
juliarotinsulu,donated million,sumbangan jutaan,2380,0,1,0,0,0,0,1,0,0,1,3,1411.91,1358.42,4235.72,65,20.43,17.09,1327.95,15,30.06,25.39,450.86,74,4.34,3.25,321.09,5,6.55,6.52,32.73,96,7.47,6.24,717.42,18,16.66,6.76,299.85,77,10.84,5.49,834.9,2,6.42,6.42,12.84,5,6.33,3.23,31.67,20,324.582,16.2291,14.2575,33,1.65,2.0,3,0.15,0.0,2,15,20,14,1,2.3,19.2,5,2,17,3.50370169606,1,18.88,18.88,18.88,1,1.0,1.0,1,1.0,1.0,2,16,1,18.88,1,1,0,14,0.415277777778,1.0,3.0
BiondiSima,responsible ministries,kementerian terkait,6430,1,0,0,0,0,1,0,0,0,1,5,1062.92,1309.23,5314.58,122,10.63,8.29,1296.68,117,11.27,9.91,1318.62,104,3.81,3.03,396.45,27,6.08,5.48,164.18,139,5.09,4.41,707.55,10,23.46,16.69,234.61,18,15.7,7.19,282.57,4,9.88,4.62,39.51,8,18.28,16.62,146.25,21,607.794,28.9425714286,26.577,37,1.7619047619,2.0,4,0.190476190476,0.0,2,22,21,13,2,3.71428571429,32.380952381,6,4,34,3.27280432733,1,8.87,8.87,8.87,2,2.0,2.0,0,0.0,0.0,2,19,1,8.87,2,0,0,18,0.586788942052,3.0,5.0
adrianarizka,troops lend,pasukan tentara,1740,0,1,0,0,1,0,0,0,0,2,5,1198.23,1433.74,5991.13,49,43.28,33.74,2120.6,38,35.73,27.51,1357.57,39,8.4,4.51,327.45,17,18.75,14.28,318.74,47,14.74,11.53,692.61,7,28.36,7.31,198.52,3,11.53,12.37,34.58,3,5.0,3.73,15.01,4,9.04,9.54,36.15,10,390.024,39.0024,30.012,15,1.5,1.5,3,0.3,0.0,2,11,10,6,0,2.0,17.3,4,2,19,2.32192809489,1,104.059,104.059,104.059,1,1.0,1.0,0,0.0,0.0,2,15,1,104.059,1,0,0,12,0.529292929293,1.0,3.0
mayamalidra,heart prayers,hati doa,101830,0,1,0,0,0,1,0,0,0,1,156,629.92,543.92,98267.3,1761,11.27,9.28,19841.9,1545,11.81,9.75,18246.06,2248,3.35,2.31,7531.1,268,5.64,4.43,1512.31,3706,6.17,4.77,22857.87,1414,4.53,2.39,6410.7,2235,5.1,2.99,11397.11,1096,3.94,2.89,4322.84,95,10.87,7.13,1032.82,16,357.587,22.3491875,21.96,25,1.5625,2.0,5,0.3125,0.0,2,13,16,9,0,2.875,14.625,3,3,17,2.98345859334,1,6.608,6.608,6.608,1,1.0,1.0,1,1.0,1.0,2,8,1,6.608,1,1,0,9,0.669871794872,1.0,3.0
esewele,microeconomic impacts,dampak mikroekonomik,5185,1,0,0,0,1,0,0,0,0,2,1,10799.81,10799.81,10799.81,153,28.41,23.08,4347.24,39,34.57,31.36,1348.1,49,5.59,4.25,274.13,93,7.6,5.13,706.89,136,7.24,5.94,985.31,1,36.65,36.65,36.65,92,5.96,2.6,548.6,0,,,0.0,4,32.75,25.18,130.99,15,213.606,14.2404,10.042,28,1.86666666667,2.0,2,0.133333333333,0.0,2,21,15,10,2,2.4,20.6666666667,3,2,21,3.18989809546,1,11.149,11.149,11.149,1,1.0,1.0,1,1.0,1.0,2,20,1,11.149,1,1,0,18,0.612698412698,3.0,5.0
raissa2606,innermost feelings,perasaan paling terdalam,31555,0,1,0,1,0,0,0,0,0,1,95,254.03,54.82,24133.04,693,7.98,5.8,5529.24,611,9.91,7.53,6057.17,725,2.88,1.36,2085.53,17,4.3,2.61,73.12,715,4.32,2.9,3086.06,109,6.39,2.91,696.31,106,9.33,4.14,989.11,14,12.99,8.42,181.84,32,12.32,7.05,394.29,10,237.878,23.7878,19.136,20,2.0,2.0,0,0.0,0.0,2,18,10,5,2,2.4,19.2,6,2,17,1.77095059445,1,5.564,5.564,5.564,2,2.0,2.0,0,0.0,0.0,3,24,1,5.564,2,0,0,20,0.5382996633,3.0,5.0
romihartarto,land tenure,hak pakai tanah,41825,1,0,0,0,1,0,0,0,0,2,54,653.23,479.51,35274.34,978,9.49,7.05,9285.87,944,9.09,7.11,8582.88,792,2.94,2.18,2331.98,279,4.78,3.05,1333.79,1038,3.07,2.12,3190.85,149,11.15,5.53,1662.07,159,6.74,4.35,1071.59,68,8.0,4.75,544.21,52,9.0,4.92,467.99,18,562.468,31.2482222222,23.121,27,1.5,1.5,2,0.111111111111,0.0,2,11,18,7,1,2.16666666667,16.4444444444,9,2,17,2.14051805628,1,21.787,21.787,21.787,1,1.0,1.0,0,0.0,0.0,3,15,1,21.787,1,0,0,12,0.543434343434,3.0,3.0
ErikSiant,volcanic emissions,emisi vulkanis,130240,1,0,0,0,1,0,0,0,0,1,304,1241.14,765.06,377307.1,1337,37.2,29.99,49743.04,3063,29.97,21.74,91798.12,2804,10.41,6.54,29179.44,967,16.25,9.84,15713.72,4425,9.73,7.8,43052.35,741,30.97,21.54,22952.04,1422,21.59,12.37,30704.47,764,21.26,13.29,16244.95,133,27.21,13.51,3619.45,20,427.152,21.3576,15.199,33,1.65,2.0,3,0.15,0.0,2,18,20,6,2,2.15,14.6,11,2,14,1.94375195442,3,74.973,24.991,20.484,5,1.66666666667,2.0,1,0.333333333333,0.0,2,14,3,20.484,1,1,0,15,0.566137566138,3.0,5.0
Azti Wusono,combatting,menyisir,145,0,1,0,0,1,0,0,0,0,1,1,345.01,345.01,345.01,3,25.47,22.7,76.4,2,13.66,13.66,27.32,1,5.79,5.79,5.79,2,4.61,4.61,9.22,4,9.46,10.28,37.84,1,5.92,5.92,5.92,2,15.61,15.61,31.22,0,,,0.0,0,,,0.0,13,203.554,15.658,10.928,21,1.61538461538,2.0,1,0.0769230769231,0.0,1,10,13,4,1,1.0,7.92307692308,8,1,7,1.54659356429,2,36.108,18.054,18.054,3,1.5,1.5,1,0.5,0.5,1,8,2,20.69,1,1,0,9,0.483333333333,3.0,2.0
yohanabetania,deepest gratitude,rasa terima kasih yang terdalam / rasa terima kasih yang tulus,18230,0,1,0,0,1,0,0,0,0,1,18,931.8,353.98,16772.32,283,16.27,12.52,4605.43,190,17.3,12.74,3287.36,187,5.15,3.3,962.37,118,8.62,4.28,1017.06,245,5.0,3.8,1224.52,53,18.64,9.92,987.87,140,15.93,6.24,2230.35,19,12.85,7.61,244.11,70,12.73,5.12,890.78,16,328.205,20.5128125,16.036,31,1.9375,2.0,1,0.0625,0.0,2,17,16,14,2,4.375,30.8125,2,4,25,3.75,1,18.851,18.851,18.851,2,2.0,2.0,0,0.0,0.0,11,62,1,18.851,2,0,0,52,0.529922639031,3.0,5.0
vidyanaputri,victims explosion,ledakan korban,54285,0,1,0,0,1,0,0,0,0,1,95,574.19,320.48,54547.64,1289,14.44,11.15,18613.25,237,13.68,10.9,3242.06,2116,2.24,1.41,4743.23,13,5.15,4.01,66.92,2150,3.01,2.44,6480.87,885,7.43,3.25,6577.06,1865,3.84,2.37,7152.75,48,6.87,3.55,329.65,43,7.02,3.13,301.88,12,122.711,10.2259166667,9.0205,19,1.58333333333,2.0,5,0.416666666667,0.0,2,17,12,3,2,2.08333333333,14.5,7,2,14,1.28067212952,4,36.772,9.193,8.929,6,1.5,2.0,2,0.5,0.0,2,14,4,10.33,2,0,0,14,0.423669467787,1.0,3.0
bintangaw,communicable diseases,gangguan komunikasi,245,1,0,0,1,0,0,0,0,0,2,1,896.44,896.44,896.44,8,25.39,19.57,203.09,4,25.22,26.18,100.88,13,7.99,7.52,103.88,1,7.24,7.24,7.24,7,15.45,16.83,108.14,10,20.91,21.55,209.15,8,17.77,18.96,142.16,2,3.98,3.98,7.96,3,8.53,9.96,25.6,34,666.848,19.6131764706,14.881,61,1.79411764706,2.0,5,0.147058823529,0.0,2,21,30,8,2,2.26470588235,18.2352941176,26,2,16,1.58038494061,1,14.751,14.751,14.751,1,1.0,1.0,1,1.0,1.0,2,19,1,14.751,1,1,0,18,0.534168755221,3.0,1.0
cutdhia,cash-for-work,uang tunai untuk pekerjaan,24135,0,1,0,0,1,0,0,0,0,1,25,1372.28,1013.92,34307.05,452,23.24,19.82,10506.41,402,25.67,17.85,10317.62,432,5.57,3.59,2404.31,45,15.83,8.91,712.4,464,5.77,4.27,2679.03,12,43.93,28.03,527.21,12,39.78,31.87,477.42,7,37.47,24.12,262.3,26,12.83,10.58,333.71,10,151.377,15.1377,11.733,15,1.5,1.5,4,0.4,0.0,1,13,10,8,1,3.1,19.2,2,3,18,2.92192809489,1,34.546,34.546,34.546,2,2.0,2.0,0,0.0,0.0,4,26,1,34.546,2,0,0,24,0.337606837607,1.0,3.0
azul_fickar,local knowledge,wawasan lokal,2230,1,0,0,0,1,0,0,0,0,2,11,750.86,284.42,8259.43,43,37.44,27.71,1609.96,39,31.19,24.85,1216.23,55,10.01,6.8,550.33,9,18.79,12.91,169.1,91,10.21,8.31,929.01,45,21.84,10.53,983.02,47,26.44,14.29,1242.59,28,16.86,9.58,472.19,5,34.74,20.01,173.72,21,329.801,15.7048095238,13.072,37,1.7619047619,2.0,2,0.0952380952381,0.0,2,15,21,6,2,2.0,16.5238095238,15,2,17,1.50644318782,1,16.281,16.281,16.281,2,2.0,2.0,0,0.0,0.0,2,13,1,16.281,2,0,0,12,0.573137973138,3.0,5.0
aratnasari,buried,dibakar,105,0,1,0,0,1,0,0,0,0,1,1,135.1,135.1,135.1,4,12.09,12.28,48.36,0,,,0.0,1,23.96,23.96,23.96,0,,,0.0,4,13.55,5.95,54.2,1,68.6,68.6,68.6,1,29.43,29.43,29.43,0,,,0.0,1,12.09,12.09,12.09,23,305.633,13.2883913043,7.212,42,1.82608695652,2.0,0,0.0,0.0,1,6,23,7,0,1.0,8.65217391304,9,1,8,2.36492106511,1,10.747,10.747,10.747,2,2.0,2.0,0,0.0,0.0,1,7,1,10.747,2,0,0,7,0.373015873016,3.0,2.0
pnrj,mesoeconomic impacts,dampak meso-ekonomi,463845,0,1,0,0,0,1,0,0,0,1,1214,740.8,392.64,899331.38,2017,17.84,14.69,35974.45,3531,14.09,11.16,49739.6,48081,2.45,1.42,117676.27,2638,4.61,3.07,12158.73,9556,4.67,3.38,44629.81,5053,5.16,2.64,26066.77,38522,5.02,3.25,193242.8,5430,4.96,2.79,26911.79,46494,4.89,3.25,227132.94,12,290.415,24.20125,14.7775,21,1.75,2.0,2,0.166666666667,0.0,2,20,12,6,2,2.25,19.4166666667,6,2,18,2.12581458369,2,39.723,19.8615,19.8615,3,1.5,1.5,1,0.5,0.5,2,19,2,13.862,1,1,0,18,0.632748538012,2.0,5.0
adelia11,basic furniture,perabot dasar,12755,0,1,0,0,0,1,0,0,0,1,28,804.15,424.89,22516.3,369,20.98,14.56,7742.51,109,17.91,13.21,1952.0,221,5.02,3.3,1109.4,12,17.44,7.19,209.25,310,7.89,5.78,2445.58,311,10.08,4.72,3135.61,232,7.36,3.99,1707.06,124,6.68,3.87,828.24,26,16.61,8.01,431.82,10,285.045,28.5045,25.136,17,1.7,2.0,2,0.2,0.0,2,15,10,5,1,2.0,14.6,4,2,15,2.12192809489,1,26.235,26.235,26.235,2,2.0,2.0,0,0.0,0.0,2,13,1,26.235,2,0,0,14,0.509401709402,3.0,5.0
rendhyfarizy,flood claims,gugatan terhadap bencana v,1860,1,0,0,0,1,0,0,0,0,2,3,1307.88,596.31,3923.63,32,36.18,31.24,1157.78,34,36.7,34.16,1247.81,40,8.24,4.25,329.61,7,8.8,7.47,61.59,35,13.49,8.04,472.13,3,45.11,43.47,135.32,1,17.46,17.46,17.46,0,,,0.0,0,,,0.0,17,415.206,24.4238823529,23.47,24,1.41176470588,2.0,9,0.529411764706,0.0,2,12,17,10,0,2.35294117647,16.4705882353,8,2,12,2.67569813537,1,48.788,48.788,48.788,1,1.0,1.0,1,1.0,1.0,4,26,1,48.788,1,1,0,23,0.344017094017,1.0,3.0
yulis,local wisdom,kebijaksaannya lokal,675,0,1,1,0,0,0,0,0,0,1,7,140.62,32.2,984.35,19,10.36,9.07,196.76,5,9.28,10.71,46.38,15,2.98,2.44,44.72,1,5.73,5.73,5.73,29,6.8,4.64,197.3,12,29.1,6.27,349.16,32,9.83,5.21,314.63,6,26.64,17.8,159.85,2,10.19,10.19,20.39,18,280.707,15.5948333333,10.1045,31,1.72222222222,2.0,4,0.222222222222,0.0,2,12,18,8,2,2.0,15.3333333333,10,2,14,2.21329828206,1,9.104,9.104,9.104,0,0.0,0.0,2,2.0,2.0,2,20,1,9.104,0,2,0,18,0.422222222222,3.0,4.0
fazil.miswari,rescue teenager,penyelamatan remaja,4320,1,0,0,0,0,1,0,0,0,1,12,829.11,484.32,9949.3,105,26.15,24.44,2745.81,97,25.28,17.47,2451.68,88,7.46,3.94,656.61,14,15.29,5.43,214.07,104,12.65,7.04,1315.82,7,46.42,29.2,324.91,8,26.57,18.97,212.57,10,7.23,1.03,72.31,16,14.94,9.53,239.02,11,215.246,19.5678181818,13.881,15,1.36363636364,2.0,4,0.363636363636,0.0,2,15,11,5,2,2.0,18.4545454545,4,2,20,2.11807820935,3,68.345,22.7816666667,24.435,2,0.666666666667,0.0,2,0.666666666667,1.0,2,19,3,24.435,0,1,0,16,0.526461988304,2.0,5.0
unimiff,indonesia,nusantara,30060,0,1,0,0,1,0,0,0,0,1,37,1006.91,695.04,37255.72,726,12.24,10.21,8887.28,357,16.88,13.13,6025.45,777,4.49,2.64,3489.21,139,6.15,3.96,854.48,920,7.26,4.91,6681.34,206,8.22,4.68,1692.92,620,6.67,3.83,4133.1,69,5.91,3.17,407.87,22,18.96,8.47,417.13,16,191.955,11.9971875,9.131,31,1.9375,2.0,1,0.0625,0.0,1,9,16,4,1,1.125,9.25,11,1,9,,1,11.503,11.503,11.503,1,1.0,1.0,1,1.0,1.0,1,9,1,11.503,1,1,0,7,0.555555555556,3.0,5.0
pnrj,disaster management technologies,teknologi penunjang manajemen bencana,463845,0,1,0,0,0,1,0,0,0,1,1214,740.8,392.64,899331.38,2017,17.84,14.69,35974.45,3531,14.09,11.16,49739.6,48081,2.45,1.42,117676.27,2638,4.61,3.07,12158.73,9556,4.67,3.38,44629.81,5053,5.16,2.64,26066.77,38522,5.02,3.25,193242.8,5430,4.96,2.79,26911.79,46494,4.89,3.25,227132.94,15,352.431,23.4954,17.801,29,1.93333333333,2.0,0,0.0,0.0,3,32,15,5,3,3.06666666667,28.4666666667,9,3,27,1.6879430946,1,16.221,16.221,16.221,2,2.0,2.0,0,0.0,0.0,4,37,1,16.221,2,0,0,30,0.571846846847,3.0,3.0
gbputra,industrial pollution,limbah industri,9410,1,0,0,0,1,0,0,0,0,2,23,583.89,320.75,13429.56,206,23.0,15.85,4738.06,184,20.73,15.27,3814.03,176,4.45,2.88,782.4,18,9.83,7.56,176.94,194,7.81,5.53,1514.77,12,25.98,25.91,311.77,8,29.27,21.62,234.19,4,28.13,26.12,112.53,5,31.51,24.56,157.53,16,185.719,11.6074375,9.4035,26,1.625,2.0,1,0.0625,0.0,2,20,16,3,2,2.0,15.125,14,2,15,0.6685644432,1,13.359,13.359,13.359,2,2.0,2.0,0,0.0,0.0,2,15,1,13.359,2,0,0,17,0.661111111111,3.0,3.0
andyhardiyanti,governor’s offices,kantor pemerintahan,529680,0,1,0,0,0,1,0,0,0,1,577,696.23,348.85,401722.4,1408,13.85,10.82,19505.11,14009,10.0,6.82,140157.99,14890,3.17,0.97,47262.41,40,9.22,2.85,368.63,14419,4.33,2.1,62470.87,339,5.27,2.65,1787.04,757,10.84,4.06,8206.2,115,21.9,11.66,2518.21,173,23.77,14.46,4112.91,15,151.951,10.1300666667,9.143,26,1.73333333333,2.0,2,0.133333333333,0.0,2,20,15,3,2,2.0,15.6666666667,11,2,15,,1,6.211,6.211,6.211,2,2.0,2.0,0,0.0,0.0,2,19,1,6.211,2,0,0,18,0.496832358674,3.0,3.0
andyhardiyanti,daring rescue,penyelamatan,529680,0,1,0,0,0,1,0,0,0,1,577,696.23,348.85,401722.4,1408,13.85,10.82,19505.11,14009,10.0,6.82,140157.99,14890,3.17,0.97,47262.41,40,9.22,2.85,368.63,14419,4.33,2.1,62470.87,339,5.27,2.65,1787.04,757,10.84,4.06,8206.2,115,21.9,11.66,2518.21,173,23.77,14.46,4112.91,15,403.039,26.8692666667,21.511,23,1.53333333333,2.0,6,0.4,0.0,2,13,15,11,2,2.73333333333,23.8666666667,3,3,24,3.3232314288,2,18.848,9.424,9.424,0,0.0,0.0,4,2.0,2.0,1,12,2,9.317,0,2,0,13,0.382478632479,3.0,3.0
wayansera,psychosocial support,pendukung orang ganggual sosial,195,0,1,0,0,1,0,0,0,0,1,1,1233.6,1233.6,1233.6,6,54.22,44.62,325.3,1,77.91,77.91,77.91,7,27.18,18.01,190.24,2,35.3,35.3,70.6,2,23.02,23.02,46.03,0,,,0.0,0,,,0.0,0,,,0.0,4,50.93,47.07,203.7,10,210.944,21.0944,12.39,18,1.8,2.0,1,0.1,0.0,2,20,10,3,2,2.2,21.0,8,2,20,0.921928094887,1,77.955,77.955,77.955,1,1.0,1.0,0,0.0,0.0,4,31,1,77.955,1,0,0,26,0.431959378734,,2.0
diyahifada,dealing hurricane,badai,10000,0,1,0,0,0,0,1,0,0,2,7,1022.67,718.09,7158.69,227,8.22,6.12,1867.03,222,9.04,6.76,2006.85,282,1.67,0.91,470.37,0,,,0.0,261,2.26,1.33,590.0,59,5.45,4.42,321.52,52,6.22,3.61,323.56,2,16.88,16.88,33.77,7,5.76,5.83,40.32,10,339.081,33.9081,23.0185,18,1.8,2.0,1,0.1,0.0,2,17,10,7,2,2.3,17.3,4,2,16,2.73215889136,1,3.93,3.93,3.93,0,0.0,0.0,1,1.0,1.0,1,5,1,3.93,0,1,0,15,0.481045751634,1.0,2.0
miftaharjuna,physician,fisikawan,415,1,0,0,0,1,0,0,0,0,2,1,587.01,587.01,587.01,7,17.55,11.56,122.84,10,25.76,16.7,257.61,5,5.9,3.67,29.51,4,15.72,14.44,62.88,8,11.33,7.3,90.67,0,,,0.0,0,,,0.0,0,,,0.0,1,11.35,11.35,11.35,21,294.947,14.0450952381,9.393,31,1.47619047619,2.0,7,0.333333333333,0.0,1,9,21,7,1,1.2380952381,7.57142857143,12,1,6,2.02210611274,2,16.701,8.3505,8.3505,2,1.0,1.0,2,1.0,1.0,1,9,2,9.393,1,1,0,6,0.637037037037,1.0,1.0
biyasalma,debris management,pengelolaan runtuhan,1390,0,1,0,1,0,0,0,0,0,2,3,1002.49,470.93,3007.48,30,35.36,30.73,1060.95,15,33.02,25.55,495.23,32,10.19,6.47,326.2,8,18.22,16.06,145.72,33,14.13,9.13,466.4,8,26.88,16.44,215.03,14,21.32,13.43,298.42,2,21.32,21.32,42.64,2,8.07,8.07,16.14,14,374.11,26.7221428571,19.737,23,1.64285714286,2.0,3,0.214285714286,0.0,2,17,14,9,2,2.0,18.5,4,2,18,2.89629152905,1,44.322,44.322,44.322,2,2.0,2.0,0,0.0,0.0,2,20,1,44.322,2,0,0,16,0.596078431373,3.0,4.0
SheylaNov,public shelters,tempat perlindungan umum,16110,0,1,0,1,0,0,0,0,0,2,49,633.6,565.52,31046.46,384,25.61,20.59,9835.22,150,24.27,21.71,3640.04,361,6.35,4.13,2291.92,38,13.02,6.6,494.88,550,8.71,5.84,4789.45,283,9.29,5.02,2629.89,476,8.34,5.02,3970.02,222,6.36,4.48,1411.57,24,10.11,5.26,242.54,21,532.755,25.3692857143,14.947,34,1.61904761905,2.0,3,0.142857142857,0.0,2,15,21,16,1,2.66666666667,20.8571428571,5,3,23,3.74423930495,1,22.984,22.984,22.984,1,1.0,1.0,1,1.0,1.0,3,24,1,22.984,1,1,0,21,0.497222222222,3.0,4.0
